City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
230,Catuday,PH,2020-01-06 04:39:30,16.29,119.81,81.43,57,1,2.21,clear sky,0.0,0.0
231,Clyde River,CA,2020-01-06 04:37:00,70.47,-68.59,-38.2,52,1,16.11,clear sky,0.0,0.0
232,Morondava,MG,2020-01-06 04:40:00,-20.3,44.28,91.8,53,0,1.57,clear sky,0.0,0.0
233,Calama,CL,2020-01-06 04:38:35,-22.46,-68.93,50.0,87,20,4.7,few clouds,0.0,0.0
234,Poselki,RU,2020-01-06 04:45:32,53.13,46.5,21.24,94,93,3.96,overcast clouds,0.0,0.0
235,Plouzane,FR,2020-01-06 04:45:32,48.38,-4.62,43.0,87,90,11.41,overcast clouds,0.0,0.0
236,Hambantota,LK,2020-01-06 04:40:23,6.12,81.12,82.4,88,20,10.29,few clouds,0.0,0.0
237,Macapa,BR,2020-01-06 04:45:33,0.05,-51.07,77.0,100,40,4.7,scattered clouds,0.0,0.0
238,Manjacaze,MZ,2020-01-06 04:45:33,-24.71,33.88,83.62,66,46,0.29,scattered clouds,0.0,0.0
239,Castro,CL,2020-01-06 04:36:32,-42.48,-73.76,48.2,93,45,2.24,light rain,0.25,0.0
240,Lasa,CY,2020-01-06 04:36:40,34.92,32.53,60.8,87,75,13.87,heavy intensity shower rain,0.0,0.0
241,Sabang,PH,2020-01-06 04:45:34,13.8,121.11,82.99,74,12,11.99,few clouds,0.0,0.0
242,Metro,ID,2020-01-06 04:45:34,-5.11,105.31,88.93,61,45,12.91,scattered clouds,0.0,0.0
243,Namwala,ZM,2020-01-06 04:45:34,-15.75,26.45,70.43,89,100,4.92,overcast clouds,0.0,0.0
244,Gilgit,PK,2020-01-06 04:45:35,35.92,74.31,12.06,78,100,3.4,light snow,0.0,0.25
245,Shache,CN,2020-01-06 04:45:35,38.42,77.24,27.0,93,93,1.41,overcast clouds,0.0,0.0
246,Hovd,NO,2020-01-06 04:45:35,63.83,10.7,46.0,100,90,16.11,overcast clouds,0.0,0.0
247,Cidreira,BR,2020-01-06 04:37:27,-30.17,-50.22,74.61,86,0,22.75,clear sky,0.0,0.0
248,Bandarbeyla,SO,2020-01-06 04:38:13,9.49,50.81,79.54,77,95,8.41,light rain,0.19,0.0
249,Redmond,US,2020-01-06 04:42:04,47.67,-122.12,44.6,100,90,8.05,light rain,0.0,0.0
250,Barcelona,ES,2020-01-06 04:43:17,41.38,2.18,48.0,80,0,17.22,clear sky,0.0,0.0
251,Lebork,PL,2020-01-06 04:40:36,54.54,17.75,37.99,93,90,10.29,overcast clouds,0.0,0.0
252,Naze,NG,2020-01-06 04:38:45,5.43,7.07,69.8,88,3,2.57,dust,0.0,0.0
253,Paamiut,GL,2020-01-06 04:38:24,61.99,-49.67,8.85,91,100,28.9,light snow,0.0,0.75
254,Lao Cai,VN,2020-01-06 04:45:37,22.48,103.95,72.66,74,87,4.54,light rain,1.0,0.0
255,Mitsamiouli,KM,2020-01-06 04:37:41,-11.38,43.28,78.8,69,20,5.82,few clouds,0.0,0.0
256,Saint Anthony,US,2020-01-06 04:39:49,43.97,-111.68,26.6,79,90,13.87,overcast clouds,0.0,0.0
257,Rocha,UY,2020-01-06 04:42:26,-34.48,-54.34,64.49,94,0,11.5,clear sky,0.0,0.0
258,Donduseni,MD,2020-01-06 04:45:38,48.24,27.61,26.71,85,72,11.77,broken clouds,0.0,0.0
259,Nago,IT,2020-01-06 04:37:05,45.88,10.89,39.2,80,14,6.93,few clouds,0.0,0.0
260,Huarmey,PE,2020-01-06 04:45:15,-10.07,-78.15,68.99,77,69,2.04,broken clouds,0.0,0.0
261,Karonga,MW,2020-01-06 04:45:40,-9.94,33.93,78.87,69,96,2.77,overcast clouds,0.0,0.0
262,Nuuk,GL,2020-01-06 04:39:54,64.17,-51.74,3.2,84,100,11.41,light snow,0.0,0.94
263,Sidi Ali,DZ,2020-01-06 04:45:40,36.1,0.42,43.61,87,0,3.09,clear sky,0.0,0.0
264,Hoa Binh,VN,2020-01-06 04:39:22,20.81,105.34,75.2,73,75,10.29,broken clouds,0.0,0.0
265,Dedza,MW,2020-01-06 04:45:42,-14.38,34.33,73.31,80,23,0.63,few clouds,0.0,0.0
266,Chernyshevskiy,RU,2020-01-06 04:45:42,63.01,112.47,8.85,91,100,11.74,light snow,0.0,0.12
267,Kabare,RW,2020-01-06 04:45:42,-1.65,29.38,58.96,82,100,1.48,overcast clouds,0.0,0.0
268,Ketchikan,US,2020-01-06 04:45:42,55.34,-131.65,32.0,92,75,5.82,broken clouds,0.0,0.0
269,La Candelaria,VE,2020-01-06 04:45:43,9.69,-63.4,68.18,97,17,4.09,few clouds,0.0,0.0
270,Mananjary,MG,2020-01-06 04:45:43,-19.16,46.8,71.47,68,6,5.91,clear sky,0.0,0.0
271,Lompoc,US,2020-01-06 04:37:34,34.64,-120.46,57.2,52,1,6.93,clear sky,0.0,0.0
272,Labateca,CO,2020-01-06 04:45:43,7.3,-72.49,77.0,69,40,2.24,scattered clouds,0.0,0.0
273,Nanortalik,GL,2020-01-06 04:36:41,60.14,-45.24,20.1,80,67,39.66,light snow,0.0,0.25
274,Zhigansk,RU,2020-01-06 04:45:44,66.77,123.37,-11.49,94,99,18.03,overcast clouds,0.0,0.0
275,Pedasi,PA,2020-01-06 04:45:44,7.53,-80.03,79.5,80,100,18.25,overcast clouds,0.0,0.0
276,Yulara,AU,2020-01-06 04:37:20,-25.24,130.99,80.6,47,95,11.41,overcast clouds,0.0,0.0
277,Riyadh,SA,2020-01-06 04:39:08,24.63,46.72,44.6,81,0,2.24,clear sky,0.0,0.0
278,Sobolevo,RU,2020-01-06 04:40:51,54.43,31.9,25.03,89,60,4.54,broken clouds,0.0,0.0
279,San Cristobal,HN,2020-01-06 04:37:01,14.68,-86.92,60.12,93,85,4.12,overcast clouds,0.0,0.0
280,Kitui,KE,2020-01-06 04:45:45,-1.37,38.02,73.67,77,79,2.3,broken clouds,0.0,0.0
281,Lavrentiya,RU,2020-01-06 04:37:39,65.58,-170.99,-11.22,81,0,2.55,clear sky,0.0,0.0
282,Kirovskiy,RU,2020-01-06 04:45:45,45.09,133.51,15.06,88,73,1.95,broken clouds,0.0,0.0
283,Klaksvik,FO,2020-01-06 04:36:49,62.23,-6.59,48.2,93,100,19.46,light rain,0.0,0.0
284,Aswan,EG,2020-01-06 04:45:46,24.09,32.9,49.55,39,0,3.67,clear sky,0.0,0.0
285,Hamilton,CA,2020-01-06 04:33:37,43.26,-79.87,34.0,97,90,12.75,light snow,0.0,0.0
286,Ponta Do Sol,BR,2020-01-06 04:36:35,-20.63,-46.0,65.34,95,1,2.57,light rain,0.13,0.0
287,Cascais,PT,2020-01-06 04:45:47,38.7,-9.42,46.99,100,0,1.12,clear sky,0.0,0.0
288,Elliot,ZA,2020-01-06 04:45:47,-31.33,27.85,67.39,83,89,4.88,overcast clouds,0.0,0.0
289,General Pico,AR,2020-01-06 04:45:47,-35.66,-63.75,61.79,90,69,12.59,broken clouds,0.0,0.0
290,Bezdan,RS,2020-01-06 04:45:48,45.85,18.93,23.0,85,0,5.82,clear sky,0.0,0.0
291,Pedara,IT,2020-01-06 04:45:48,37.62,15.06,50.0,39,0,21.92,clear sky,0.0,0.0
292,Nanchang,CN,2020-01-06 04:45:48,28.68,115.89,72.82,63,8,7.02,clear sky,0.0,0.0
293,Milkovo,BG,2020-01-06 04:45:48,41.53,24.68,42.8,48,75,4.7,broken clouds,0.0,0.0
294,Augusto Correa,BR,2020-01-06 04:45:49,-1.02,-46.63,75.97,94,77,4.41,light rain,0.12,0.0
295,Chilmari,BD,2020-01-06 04:45:49,25.59,89.66,68.54,41,1,5.19,clear sky,0.0,0.0
296,Tuy Hoa,VN,2020-01-06 04:44:30,13.08,109.3,74.95,85,97,16.71,overcast clouds,0.0,0.0
297,Buala,SB,2020-01-06 04:38:54,-8.15,159.59,83.75,75,63,6.4,broken clouds,0.0,0.0
298,Fukue,JP,2020-01-06 04:45:49,35.03,136.69,50.0,45,20,3.36,few clouds,0.0,0.0
299,Maningrida,AU,2020-01-06 04:45:50,-12.05,134.23,89.76,55,99,10.22,overcast clouds,0.0,0.0
300,Khuzhir,RU,2020-01-06 04:45:50,53.19,107.35,22.14,87,95,9.15,overcast clouds,0.0,0.0
301,Torres,BR,2020-01-06 04:45:50,-29.34,-49.73,74.82,86,5,16.73,clear sky,0.0,0.0
302,Lynn Haven,US,2020-01-06 04:45:50,30.25,-85.65,46.0,81,1,3.36,clear sky,0.0,0.0
303,Bra,IT,2020-01-06 04:45:51,44.7,7.85,39.99,86,20,4.7,few clouds,0.0,0.0
304,Lichuan,CN,2020-01-06 04:45:51,30.3,108.94,43.97,98,100,1.41,heavy intensity rain,20.06,0.0
305,Dali,CN,2020-01-06 04:45:51,34.79,109.94,36.57,94,100,3.58,light snow,0.0,0.25
306,Hirara,JP,2020-01-06 04:45:51,24.8,125.28,75.2,60,40,12.75,scattered clouds,0.0,0.0
307,Husavik,CA,2020-01-06 04:33:44,50.56,-96.99,12.99,88,14,5.99,few clouds,0.0,0.0
308,Tymovskoye,RU,2020-01-06 04:37:17,50.85,142.66,17.73,93,100,5.84,light snow,0.0,0.44
309,Isla Mujeres,MX,2020-01-06 04:45:25,21.23,-86.73,68.0,77,20,4.7,few clouds,0.0,0.0
310,Victoria,BN,2020-01-06 04:35:23,5.28,115.24,87.8,62,75,4.7,broken clouds,0.0,0.0
311,Gobabis,NA,2020-01-06 04:45:52,-22.45,18.97,69.44,63,100,9.93,light rain,0.25,0.0
312,Karlshamn,SE,2020-01-06 04:45:53,56.17,14.86,42.8,93,90,5.82,overcast clouds,0.0,0.0
313,Matara,BI,2020-01-06 04:45:53,-3.48,29.48,64.08,84,85,1.7,overcast clouds,0.0,0.0
314,Nara,JP,2020-01-06 04:45:53,34.68,135.8,51.8,49,75,2.24,broken clouds,0.0,0.0
315,Margate,AU,2020-01-06 04:39:13,-43.03,147.26,73.99,52,20,18.34,few clouds,0.0,0.0
316,Peniche,PT,2020-01-06 04:37:04,39.36,-9.38,48.0,100,0,2.24,mist,0.0,0.0
317,Mujiayingzi,CN,2020-01-06 04:37:58,42.12,118.78,34.75,48,33,3.91,scattered clouds,0.0,0.0
318,Hwange,ZW,2020-01-06 04:45:54,-18.35,26.5,75.96,72,96,1.61,overcast clouds,0.0,0.0
319,Gyor,HU,2020-01-06 04:44:57,47.68,17.64,28.0,100,21,4.7,few clouds,0.0,0.0
320,Ambilobe,MG,2020-01-06 04:38:38,-13.19,49.05,87.01,66,100,0.89,overcast clouds,0.0,0.0
321,Dubai,AE,2020-01-06 04:45:55,25.27,55.3,69.8,77,75,12.75,light rain,0.0,0.0
322,Salinas,US,2020-01-06 04:43:17,36.67,-121.66,55.0,81,1,3.96,clear sky,0.0,0.0
323,Victor Harbor,AU,2020-01-06 04:45:50,-35.55,138.62,78.01,52,0,17.22,clear sky,0.0,0.0
324,Pulaski,US,2020-01-06 04:45:55,37.05,-80.78,37.99,74,1,16.58,clear sky,0.0,0.0
325,Roebourne,AU,2020-01-06 04:45:56,-20.77,117.15,96.35,33,82,14.56,broken clouds,0.0,0.0
326,Synya,RU,2020-01-06 04:45:56,65.37,58.04,8.85,94,98,7.31,light snow,0.0,0.25
327,Sindgi,IN,2020-01-06 04:45:56,16.92,76.23,78.13,55,27,14.99,scattered clouds,0.0,0.0
328,Ixtapa,MX,2020-01-06 04:36:02,20.71,-105.21,66.99,72,5,2.24,clear sky,0.0,0.0
329,Teberda,RU,2020-01-06 04:45:57,43.44,41.74,16.74,74,60,7.4,broken clouds,0.0,0.0
330,Havre-Saint-Pierre,CA,2020-01-06 04:45:57,50.23,-63.6,8.6,71,1,6.93,clear sky,0.0,0.0
331,Goderich,CA,2020-01-06 04:45:58,43.74,-81.71,36.0,86,100,20.85,snow,0.0,1.63
332,Rio Cuarto,AR,2020-01-06 04:45:59,-33.13,-64.35,60.8,93,89,8.88,overcast clouds,0.0,0.0
333,Broken Hill,AU,2020-01-06 04:45:59,-31.97,141.45,66.2,59,100,19.46,overcast clouds,0.0,0.0
334,Nome,US,2020-01-06 04:45:59,30.04,-94.42,60.01,87,1,5.82,clear sky,0.0,0.0
335,Burnie,AU,2020-01-06 04:45:59,-41.05,145.91,70.0,43,0,10.0,clear sky,0.0,0.0
336,Port Macquarie,AU,2020-01-06 04:45:59,-31.43,152.91,88.0,61,26,16.11,scattered clouds,0.0,0.0
337,Hobyo,SO,2020-01-06 04:40:44,5.35,48.53,81.73,71,71,14.47,broken clouds,0.0,0.0
338,Aguas Belas,BR,2020-01-06 04:46:00,-9.11,-37.12,72.7,80,100,3.4,overcast clouds,0.0,0.0
339,Pacific Grove,US,2020-01-06 04:38:25,36.62,-121.92,55.0,81,1,13.04,clear sky,0.0,0.0
340,Beringovskiy,RU,2020-01-06 04:39:48,63.05,179.32,-6.72,80,97,13.91,overcast clouds,0.0,0.0
341,Arlit,NE,2020-01-06 04:36:36,18.74,7.39,53.22,30,13,8.95,few clouds,0.0,0.0
342,Alekseyevsk,RU,2020-01-06 04:46:01,57.84,108.35,16.07,84,50,9.31,scattered clouds,0.0,0.0
343,Fortuna,US,2020-01-06 04:35:56,40.6,-124.16,43.0,100,40,5.82,scattered clouds,0.0,0.0
344,Myaundzha,RU,2020-01-06 04:46:01,63.05,147.18,-20.65,98,27,2.1,scattered clouds,0.0,0.0
345,Itarema,BR,2020-01-06 04:46:01,-2.92,-39.92,77.0,94,71,3.11,broken clouds,0.0,0.0
346,Seoul,KR,2020-01-06 04:36:05,37.57,126.98,41.0,60,90,4.7,overcast clouds,0.0,0.0
347,Igarka,RU,2020-01-06 04:46:02,67.47,86.57,8.67,95,88,10.29,overcast clouds,0.0,0.0
348,Vardo,US,2020-01-06 04:37:18,39.62,-77.74,33.8,64,90,4.7,overcast clouds,0.0,0.0
349,Najran,SA,2020-01-06 04:36:51,17.54,44.22,59.0,77,0,8.05,clear sky,0.0,0.0
350,Pathardi,IN,2020-01-06 04:46:03,19.17,75.17,74.68,50,0,9.82,clear sky,0.0,0.0
351,Parabel,RU,2020-01-06 04:46:03,58.71,81.5,11.35,93,100,8.84,overcast clouds,0.0,0.0
352,Wanxian,CN,2020-01-06 04:46:03,30.8,108.39,46.27,94,100,1.28,moderate rain,4.5,0.0
353,Mulchen,CL,2020-01-06 04:46:04,-37.72,-72.23,46.27,94,40,1.57,scattered clouds,0.0,0.0
354,Hualmay,PE,2020-01-06 04:46:04,-11.1,-77.61,67.42,81,80,2.95,broken clouds,0.0,0.0
355,Lac Du Bonnet,CA,2020-01-06 04:46:05,50.25,-96.06,12.99,88,0,5.01,clear sky,0.0,0.0
356,Erdenet,MN,2020-01-06 04:46:05,49.03,104.04,5.99,84,0,3.96,clear sky,0.0,0.0
357,Tiarei,PF,2020-01-06 04:46:05,-17.53,-149.33,82.4,78,40,4.7,scattered clouds,0.0,0.0
358,Tocopilla,CL,2020-01-06 04:46:05,-22.09,-70.2,52.41,75,2,6.35,clear sky,0.0,0.0
359,Conakry,GN,2020-01-06 04:46:06,9.52,-13.7,71.26,72,17,4.72,few clouds,0.0,0.0
360,Wahpeton,US,2020-01-06 04:46:06,46.27,-96.61,25.0,85,1,3.36,clear sky,0.0,0.0
361,Maceio,BR,2020-01-06 04:37:46,-9.67,-35.74,73.4,94,91,4.7,overcast clouds,0.0,0.0
362,Adrar,DZ,2020-01-06 04:34:01,27.87,-0.29,37.4,55,0,9.17,clear sky,0.0,0.0
363,Salym,RU,2020-01-06 04:46:07,60.06,71.48,13.69,95,99,8.41,overcast clouds,0.0,0.0
364,Olhao,PT,2020-01-06 04:46:07,37.03,-7.84,52.0,76,0,8.05,clear sky,0.0,0.0
365,Melhus,NO,2020-01-06 04:46:07,63.29,10.28,44.6,100,90,16.11,overcast clouds,0.0,0.0
366,Kloulklubed,PW,2020-01-06 04:38:32,7.04,134.26,82.38,80,81,24.74,light rain,0.63,0.0
367,Dhanera,IN,2020-01-06 04:46:08,24.51,72.02,76.59,26,1,11.92,clear sky,0.0,0.0
368,Zyryanka,RU,2020-01-06 04:46:08,65.73,150.89,-14.75,87,0,2.19,clear sky,0.0,0.0
369,Praya,ID,2020-01-06 04:46:08,-8.71,116.27,87.8,70,40,17.22,scattered clouds,0.0,0.0
370,Kingston,JM,2020-01-06 04:41:36,17.97,-76.79,78.8,83,20,6.93,few clouds,0.0,0.0
371,Aurillac,FR,2020-01-06 04:46:09,44.93,2.44,37.4,55,0,5.82,clear sky,0.0,0.0
372,Avera,US,2020-01-06 04:40:30,33.19,-82.53,48.2,69,1,3.36,clear sky,0.0,0.0
373,Hasaki,JP,2020-01-06 04:37:38,35.73,140.83,53.01,39,40,11.41,scattered clouds,0.0,0.0
374,Duobao,CN,2020-01-06 04:46:10,30.67,112.69,39.99,96,100,10.09,light rain,0.69,0.0
375,Rawson,AR,2020-01-06 04:38:27,-43.3,-65.11,61.81,54,67,21.54,broken clouds,0.0,0.0
376,Saryg-Sep,RU,2020-01-06 04:46:10,51.49,95.55,-0.89,88,21,1.95,few clouds,0.0,0.0
377,Las Cruces,CL,2020-01-06 04:46:10,-33.5,-71.62,57.2,87,0,2.55,clear sky,0.0,0.0
378,Nadvoitsy,RU,2020-01-06 04:46:10,63.89,34.27,21.56,75,89,11.21,overcast clouds,0.0,0.0
379,Santa Maria,BR,2020-01-06 04:37:09,-16.02,-48.01,69.8,88,75,9.17,broken clouds,0.0,0.0
380,Yichang,CN,2020-01-06 04:46:11,30.77,111.32,39.92,90,100,2.55,light rain,1.94,0.0
381,Clinton,US,2020-01-06 04:46:11,41.28,-72.53,36.0,55,1,6.93,clear sky,0.0,0.0
382,Komsomolskiy,RU,2020-01-06 04:39:41,67.55,63.78,7.47,94,100,17.63,overcast clouds,0.0,0.0
383,Ylivieska,FI,2020-01-06 04:46:11,64.07,24.53,33.01,94,91,5.99,overcast clouds,0.0,0.0
384,Amherst,US,2020-01-06 04:42:01,42.98,-78.8,33.01,86,90,11.41,light rain,0.0,0.0
385,San Policarpo,PH,2020-01-06 04:46:12,12.18,125.51,81.93,75,40,13.69,light rain,0.19,0.0
386,Yerbogachen,RU,2020-01-06 04:40:40,61.28,108.01,13.26,92,100,11.7,light snow,0.0,0.19
387,Luba,PH,2020-01-06 04:46:12,17.32,120.7,84.04,54,0,5.53,clear sky,0.0,0.0
388,Broome,GB,2020-01-06 04:37:15,52.47,1.45,46.4,75,2,13.87,clear sky,0.0,0.0
389,Auki,NG,2020-01-06 04:46:13,12.18,6.51,61.59,28,79,16.17,broken clouds,0.0,0.0
390,Nikolsk,RU,2020-01-06 04:46:13,59.53,45.45,9.3,93,11,3.0,few clouds,0.0,0.0
391,Kotma,IN,2020-01-06 04:46:13,23.2,81.98,67.78,37,0,2.3,clear sky,0.0,0.0
392,Partizan,RU,2020-01-06 04:46:13,43.7,131.96,26.6,45,99,4.47,overcast clouds,0.0,0.0
393,Aden,YE,2020-01-06 04:46:14,12.79,45.03,79.02,66,34,5.21,scattered clouds,0.0,0.0
394,Diego De Almagro,CL,2020-01-06 04:40:47,-26.39,-70.05,54.37,78,0,3.42,clear sky,0.0,0.0
395,Chengde,CN,2020-01-06 04:46:14,40.97,117.93,31.69,78,33,4.41,scattered clouds,0.0,0.0
396,Farim,GW,2020-01-06 04:46:14,12.48,-15.22,60.17,18,0,6.4,clear sky,0.0,0.0
397,Petropavlovsk-Kamchatskiy,RU,2020-01-06 04:40:15,53.05,158.65,33.8,59,75,20.13,broken clouds,0.0,0.0
398,Ambunti,PG,2020-01-06 04:46:15,-4.22,142.82,78.46,96,100,2.84,light rain,1.44,0.0
399,Katangli,RU,2020-01-06 04:46:15,51.71,143.23,21.51,92,100,10.29,light snow,0.0,0.87
400,Dwarka,IN,2020-01-06 04:37:56,28.58,77.04,64.0,77,75,4.7,fog,0.0,0.0
401,Bjerkvik,NO,2020-01-06 04:46:16,68.55,17.56,32.0,99,100,20.8,snow,0.0,2.69
402,Pundaguitan,PH,2020-01-06 04:46:16,6.37,126.17,80.83,71,65,2.04,broken clouds,0.0,0.0
403,Ancud,CL,2020-01-06 04:33:43,-41.87,-73.83,48.2,93,0,2.24,clear sky,0.0,0.0
404,Wanning,AT,2020-01-06 04:40:09,48.64,13.53,28.99,92,20,1.12,few clouds,0.0,0.0
405,Stranda,NO,2020-01-06 04:46:17,62.31,6.93,50.0,93,75,25.28,light rain,0.0,0.0
406,College,US,2020-01-06 04:39:11,64.86,-147.8,-16.01,74,97,1.74,overcast clouds,0.0,0.0
407,Vryheid,ZA,2020-01-06 04:46:17,-27.77,30.79,70.97,84,100,3.51,overcast clouds,0.0,0.0
408,Kavieng,PG,2020-01-06 04:33:49,-2.57,150.8,85.96,69,32,9.53,scattered clouds,0.0,0.0
409,Bogorodskoye,RU,2020-01-06 04:46:18,52.37,140.44,3.52,97,91,4.23,overcast clouds,0.0,0.0
410,Litovko,RU,2020-01-06 04:46:18,49.24,135.18,2.77,93,7,2.89,clear sky,0.0,0.0
411,North Vanlaiphai,IN,2020-01-06 04:46:18,23.13,93.07,71.62,38,19,2.28,few clouds,0.0,0.0
412,San Juan De Colon,VE,2020-01-06 04:46:18,8.03,-72.26,77.0,69,40,2.24,scattered clouds,0.0,0.0
413,Peterhead,AU,2020-01-06 04:46:19,-34.83,138.5,79.0,52,0,17.22,clear sky,0.0,0.0
414,Vao,EE,2020-01-06 04:35:51,59.1,26.19,33.71,96,100,7.85,light rain,0.75,0.0
415,Yarmouth,CA,2020-01-06 04:46:19,43.84,-66.12,27.0,79,90,14.99,overcast clouds,0.0,0.0
416,Ilesha,NG,2020-01-06 04:46:19,7.14,5.26,66.97,30,75,0.51,broken clouds,0.0,0.0
417,Contamana,PE,2020-01-06 04:46:19,-7.35,-75.01,75.56,74,8,1.81,clear sky,0.0,0.0
418,Benghazi,LY,2020-01-06 04:46:20,32.12,20.07,54.34,58,90,30.06,overcast clouds,0.0,0.0
419,Jawhar,IN,2020-01-06 04:46:20,19.91,73.23,86.05,36,0,7.61,clear sky,0.0,0.0
420,Joetsu,JP,2020-01-06 04:46:20,37.15,138.24,42.01,79,78,1.99,broken clouds,0.0,0.0
421,Suntar,RU,2020-01-06 04:46:20,62.16,117.65,13.3,93,100,8.97,light snow,0.0,0.38
422,Kushima,JP,2020-01-06 04:46:20,31.5,131.29,55.4,62,75,2.24,broken clouds,0.0,0.0
423,Acajutla,SV,2020-01-06 04:38:10,13.59,-89.83,66.99,76,4,1.99,clear sky,0.0,0.0
424,Gulu,UG,2020-01-06 04:46:21,2.77,32.3,77.99,36,23,7.23,few clouds,0.0,0.0
425,Grand Gaube,MU,2020-01-06 04:40:40,-20.01,57.66,75.99,100,75,11.41,light intensity shower rain,0.0,0.0
426,Ambon,FR,2020-01-06 04:46:22,47.55,-2.56,35.6,89,0,3.36,clear sky,0.0,0.0
427,Ponce,PR,2020-01-06 04:46:22,18.01,-66.61,75.99,84,1,5.91,clear sky,0.0,0.0
428,Vallenar,CL,2020-01-06 04:46:22,-28.58,-70.76,55.15,91,0,1.25,clear sky,0.0,0.0
429,Ulladulla,AU,2020-01-06 04:46:22,-35.36,150.48,69.8,77,90,10.29,overcast clouds,0.0,0.0
430,Thomaston,US,2020-01-06 04:46:22,32.89,-84.33,44.6,78,1,3.36,clear sky,0.0,0.0
431,Saint-Georges,CA,2020-01-06 04:44:39,46.12,-70.67,12.99,54,100,8.99,overcast clouds,0.0,0.0
432,Kilindoni,TZ,2020-01-06 04:46:23,-7.91,39.67,82.76,77,79,9.69,broken clouds,0.0,0.0
433,Novyye Gorki,RU,2020-01-06 04:46:23,56.73,41.06,21.63,96,82,3.44,broken clouds,0.0,0.0
434,Ust-Tsilma,RU,2020-01-06 04:46:23,65.44,52.15,13.46,91,100,8.66,overcast clouds,0.0,0.0
435,Zhuhai,CN,2020-01-06 04:46:24,40.71,112.04,24.8,58,89,13.42,overcast clouds,0.0,0.0
436,Srednekolymsk,RU,2020-01-06 04:36:46,67.46,153.71,-10.46,86,58,3.06,broken clouds,0.0,0.0
437,Okrisky,CZ,2020-01-06 04:46:24,49.25,15.77,25.0,85,42,5.82,scattered clouds,0.0,0.0
438,Siocon,PH,2020-01-06 04:46:25,11.03,124.04,83.79,69,33,5.17,light rain,0.25,0.0
439,Vila Franca Do Campo,PT,2020-01-06 04:38:05,37.72,-25.43,64.4,93,40,16.11,scattered clouds,0.0,0.0
440,Vanderhoof,CA,2020-01-06 04:45:08,54.02,-124.02,19.67,94,83,4.36,broken clouds,0.0,0.0
441,Leh,IN,2020-01-06 04:37:34,34.16,77.58,8.56,71,100,3.27,light snow,0.0,0.13
442,Porto Novo,BR,2020-01-06 04:46:25,-23.68,-45.44,68.0,94,75,2.24,mist,0.0,0.0
443,Bereda,ES,2020-01-06 04:46:26,43.27,-7.54,41.0,100,0,6.93,mist,0.0,0.0
444,Missoula,US,2020-01-06 04:44:19,46.87,-114.0,35.6,55,90,6.93,overcast clouds,0.0,0.0
445,Raudeberg,NO,2020-01-06 04:46:26,61.99,5.14,48.99,93,100,14.99,light rain,0.0,0.0
446,Lenine,UA,2020-01-06 04:46:26,45.3,35.78,39.9,93,100,19.33,light rain,0.87,0.0
447,Herat,AF,2020-01-06 04:46:27,34.35,62.22,41.34,69,20,8.32,few clouds,0.0,0.0
448,Shimoda,JP,2020-01-06 04:36:33,34.7,138.93,59.0,46,20,2.24,few clouds,0.0,0.0
449,Bosaso,SO,2020-01-06 04:38:18,11.28,49.18,77.0,83,0,4.7,clear sky,0.0,0.0
450,Ochamchira,GE,2020-01-06 04:46:27,42.71,41.47,45.21,55,67,4.79,broken clouds,0.0,0.0
451,Moerai,PF,2020-01-06 04:46:28,-22.43,-151.33,79.61,75,81,5.12,broken clouds,0.0,0.0
452,Catalca,TR,2020-01-06 04:46:28,41.14,28.46,46.0,93,75,25.28,shower rain,0.0,0.0
453,Mocuba,MZ,2020-01-06 04:46:28,-16.84,36.99,79.92,82,91,3.36,light rain,0.56,0.0
454,Obzor,BG,2020-01-06 04:46:28,42.82,27.88,36.0,69,99,21.92,overcast clouds,0.0,0.0
455,Porto Belo,BR,2020-01-06 04:46:29,-27.15,-48.54,75.0,94,75,4.7,broken clouds,0.0,0.0
456,Hofn,IS,2020-01-06 04:46:23,64.25,-15.21,44.65,94,100,13.24,moderate rain,8.25,0.0
457,West Helena,US,2020-01-06 04:46:29,34.55,-90.64,48.0,100,0,5.82,clear sky,0.0,0.0
458,Divo,CI,2020-01-06 04:46:30,5.83,-5.36,64.08,52,0,1.52,clear sky,0.0,0.0
459,Kalaleh,IR,2020-01-06 04:46:31,37.38,55.49,42.8,93,75,0.38,broken clouds,0.0,0.0
460,Solnechnyy,RU,2020-01-06 04:46:31,50.72,136.64,2.1,98,4,2.33,clear sky,0.0,0.0
461,Vaasa,FI,2020-01-06 04:46:31,63.1,21.62,33.01,92,24,8.05,few clouds,0.0,0.0
462,Itoman,JP,2020-01-06 04:38:08,26.12,127.67,73.4,53,20,8.05,few clouds,0.0,0.0
463,Cap Malheureux,MU,2020-01-06 04:37:16,-19.98,57.61,75.99,100,75,11.41,light intensity shower rain,0.0,0.0
464,Maragogi,BR,2020-01-06 04:46:32,-9.01,-35.22,79.84,78,100,10.29,overcast clouds,0.0,0.0
465,Mitzic,GA,2020-01-06 04:46:32,0.78,11.55,70.36,91,44,2.33,scattered clouds,0.0,0.0
466,Murgab,TM,2020-01-06 04:40:28,37.5,61.97,35.6,80,90,4.7,overcast clouds,0.0,0.0
467,Bonavista,CA,2020-01-06 04:36:01,48.65,-53.11,30.16,94,100,45.12,snow,0.0,6.69
