City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
307,Dunedin,NZ,2020-01-05 22:30:51,-45.87,170.5,55.0,53,54,31.0
308,Soni,TZ,2020-01-05 22:35:44,-4.85,38.37,67.91,88,100,3.11
309,Ostrov,RU,2020-01-05 22:35:44,57.34,28.36,32.0,73,90,6.71
310,Zabol,IR,2020-01-05 22:35:44,31.03,61.49,50.0,76,90,6.93
311,Salinopolis,BR,2020-01-05 22:35:44,-0.61,-47.36,82.38,77,89,15.7
312,Moulins,FR,2020-01-05 22:35:45,46.57,3.33,34.0,92,0,2.24
313,San Patricio,PY,2020-01-05 22:35:45,-26.98,-56.83,81.01,47,20,6.89
314,Vostok,RU,2020-01-05 22:35:45,46.45,135.83,-0.17,95,65,1.77
315,Concarneau,FR,2020-01-05 22:35:46,47.88,-3.92,41.0,93,22,5.82
316,Cabo San Lucas,MX,2020-01-05 22:34:45,22.89,-109.91,79.0,61,40,4.7
317,Saint-Ambroise,CA,2020-01-05 22:35:46,48.56,-71.32,15.01,72,90,10.29
318,Havre-Saint-Pierre,CA,2020-01-05 22:35:46,50.23,-63.6,12.2,72,1,5.82
319,Amuntai,ID,2020-01-05 22:35:47,-2.42,115.25,76.44,92,92,1.23
320,Zaysan,KZ,2020-01-05 22:35:47,47.47,84.87,-1.77,87,74,2.48
321,Hanzhong,CN,2020-01-05 22:35:47,33.08,107.03,39.0,92,100,1.05
322,Morant Bay,JM,2020-01-05 22:35:47,17.88,-76.41,84.2,70,20,6.93
323,Plettenberg Bay,ZA,2020-01-05 22:35:47,-34.05,23.37,66.87,86,100,2.8
324,Okahandja,NA,2020-01-05 22:35:48,-21.98,16.91,66.99,88,100,2.24
325,Lasa,CY,2020-01-05 22:35:48,34.92,32.53,53.6,87,90,8.05
326,Clyde River,CA,2020-01-05 22:35:48,70.47,-68.59,-38.2,52,1,10.29
327,Port Hardy,CA,2020-01-05 22:35:48,50.7,-127.42,39.2,86,40,8.05
328,Nha Trang,VN,2020-01-05 22:35:49,12.24,109.19,77.0,78,40,5.82
329,Guerrero Negro,MX,2020-01-05 22:32:26,27.97,-114.04,68.92,31,0,8.01
330,Guasdualito,VE,2020-01-05 22:35:49,7.24,-70.73,87.8,48,16,3.36
331,Alofi,NU,2020-01-05 22:35:50,-19.06,-169.92,84.2,74,0,11.41
332,Maceio,BR,2020-01-05 22:32:38,-9.67,-35.74,77.0,83,100,6.93
333,Batemans Bay,AU,2020-01-05 22:35:50,-35.71,150.18,60.01,83,100,7.0
334,Pyaozerskiy,RU,2020-01-05 22:35:50,65.83,31.17,18.97,90,100,11.23
335,Uravakonda,IN,2020-01-05 22:35:51,14.95,77.26,69.21,92,42,9.04
336,Bangassou,CF,2020-01-05 22:35:51,4.74,22.82,69.4,42,73,3.13
337,Tura,RU,2020-01-05 22:33:11,64.27,100.22,12.27,89,100,8.16
338,Norman Wells,CA,2020-01-05 22:31:16,65.28,-126.83,-31.0,66,20,2.24
339,Arraial Do Cabo,BR,2020-01-05 22:33:03,-22.97,-42.02,78.8,83,75,5.82
340,Cayenne,GF,2020-01-05 22:35:52,4.94,-52.33,78.8,88,90,2.24
341,Chebarkul,RU,2020-01-05 22:35:52,54.98,60.37,16.92,85,32,5.7
342,Tongliao,CN,2020-01-05 22:35:53,43.61,122.27,21.87,87,100,11.34
343,Hambantota,LK,2020-01-05 22:35:53,6.12,81.12,75.2,100,7,5.82
344,Coahuayana,MX,2020-01-05 22:33:18,18.62,-100.35,79.72,39,14,2.24
345,Rio Brilhante,BR,2020-01-05 22:35:53,-21.8,-54.54,77.43,61,26,3.47
346,Paamiut,GL,2020-01-05 22:35:53,61.99,-49.67,17.69,94,100,35.77
347,Ambon,FR,2020-01-05 22:35:54,47.55,-2.56,44.01,93,0,6.93
348,Thinadhoo,MV,2020-01-05 22:35:54,0.53,72.93,83.5,72,99,6.31
349,Lorengau,PG,2020-01-05 22:35:54,-2.02,147.27,84.9,71,78,9.01
350,Jieshi,CN,2020-01-05 22:35:54,22.82,115.83,66.99,84,96,1.01
351,Lavrentiya,RU,2020-01-05 22:35:55,65.58,-170.99,-12.06,84,9,6.15
352,Celestun,MX,2020-01-05 22:35:55,20.87,-90.4,72.77,69,4,18.48
353,Pundaguitan,PH,2020-01-05 22:35:55,6.37,126.17,78.82,81,39,9.69
354,Quelimane,MZ,2020-01-05 22:35:55,-17.88,36.89,80.6,94,75,4.54
355,Ostrovnoy,RU,2020-01-05 22:35:55,68.05,39.51,10.02,93,57,15.66
356,Port Augusta,AU,2020-01-05 22:32:14,-32.49,137.76,57.0,97,56,1.99
357,Suba,CN,2020-01-05 22:35:56,28.73,103.51,36.23,97,100,2.19
358,Kachug,RU,2020-01-05 22:35:56,53.96,105.89,0.5,100,100,1.43
359,Hamilton,CA,2020-01-05 22:35:22,43.26,-79.87,35.6,95,90,14.99
360,Nabire,ID,2020-01-05 22:35:57,-3.36,135.5,85.24,69,72,0.76
361,Krutaya Gorka,RU,2020-01-05 22:35:57,55.36,73.22,21.2,85,75,13.42
362,Areosa,PT,2020-01-05 22:35:57,41.72,-8.86,45.0,81,0,6.93
363,Karratha,AU,2020-01-05 22:35:57,-20.74,116.85,84.54,69,85,12.06
364,Hervey Bay,AU,2020-01-05 22:35:58,-25.3,152.85,82.0,65,75,11.41
365,Bathsheba,BB,2020-01-05 22:32:50,13.22,-59.52,75.2,88,40,4.7
366,Le Port,FR,2020-01-05 22:35:59,42.87,1.37,37.99,88,0,5.01
367,Whitehills,GB,2020-01-05 22:35:59,57.68,-2.57,53.01,87,90,8.05
368,Sosnovka,RU,2020-01-05 22:35:59,53.23,41.37,27.91,90,99,4.12
369,Inirida,CO,2020-01-05 22:35:59,3.87,-67.92,74.66,71,3,2.66
370,Collie,AU,2020-01-05 22:36:00,-33.36,116.15,68.0,38,0,4.81
371,Sao Miguel Do Araguaia,BR,2020-01-05 22:36:01,-13.28,-50.16,73.02,96,29,3.74
372,Tarko-Sale,RU,2020-01-05 22:36:01,64.92,77.78,26.01,89,100,12.71
373,Peleduy,RU,2020-01-05 22:36:01,59.63,112.75,14.09,93,100,13.62
374,Vila Franca Do Campo,PT,2020-01-05 22:36:02,37.72,-25.43,64.4,93,40,16.11
375,Jalu,LY,2020-01-05 22:36:02,29.03,21.55,50.25,45,0,13.69
376,Fayaoue,NC,2020-01-05 22:36:02,-20.65,166.53,78.08,79,16,15.03
377,Ryotsu,JP,2020-01-05 22:36:02,38.08,138.43,42.8,64,90,3.36
378,Mumford,GH,2020-01-05 22:36:03,5.26,-0.76,71.96,63,21,1.88
379,Mata,PT,2020-01-05 22:36:03,40.68,-7.46,39.99,93,0,1.7
380,Malinovoye Ozero,RU,2020-01-05 22:36:03,51.68,79.77,8.69,84,0,6.4
381,Flinders,AU,2020-01-05 22:33:41,-34.58,150.85,71.01,88,92,5.82
382,Trinidad,BO,2020-01-05 22:36:03,-14.83,-64.9,82.4,83,75,5.82
383,Eydhafushi,MV,2020-01-05 22:36:04,5.1,73.07,82.06,80,45,13.49
384,Victoria,BN,2020-01-05 22:33:02,5.28,115.24,80.6,83,75,6.93
385,Canutama,BR,2020-01-05 22:36:04,-6.53,-64.38,78.37,82,72,2.68
386,Huarmey,PE,2020-01-05 22:36:04,-10.07,-78.15,70.95,74,70,5.84
387,Greencastle,US,2020-01-05 22:36:05,39.64,-86.86,48.2,56,1,8.05
388,Toora-Khem,RU,2020-01-05 22:36:05,52.47,96.11,-4.56,95,99,2.1
389,Iquique,CL,2020-01-05 22:32:40,-20.22,-70.14,77.0,50,18,10.29
390,Saint Anthony,US,2020-01-05 22:36:05,43.97,-111.68,24.01,85,90,8.05
391,Balezino,RU,2020-01-05 22:36:06,57.97,53.01,23.74,94,100,8.86
392,Isla Vista,US,2020-01-05 22:36:07,34.41,-119.86,70.0,39,1,18.34
393,Carauari,BR,2020-01-05 22:36:07,-4.88,-66.9,77.0,91,98,1.54
394,Pangody,RU,2020-01-05 22:36:07,65.85,74.49,9.99,90,9,13.31
395,Impfondo,CD,2020-01-05 22:36:08,1.62,18.06,75.42,32,26,1.57
396,Ola,RU,2020-01-05 22:32:55,59.58,151.3,10.83,64,73,4.85
397,Mayo,CA,2020-01-05 22:36:08,63.59,-135.9,-23.8,67,75,3.36
398,Marshall,US,2020-01-05 22:36:09,39.12,-93.2,51.8,34,0,11.41
399,Healdsburg,US,2020-01-05 22:32:26,38.61,-122.87,60.8,58,75,11.41
400,Cartagena,ES,2020-01-05 22:32:33,37.63,-1.0,48.0,100,0,1.12
401,Tacna,PE,2020-01-05 22:36:09,-18.01,-70.25,75.2,53,32,11.41
402,Shimanovsk,RU,2020-01-05 22:36:10,52.0,127.67,-14.1,97,55,3.83
403,Sola,TZ,2020-01-05 22:36:10,-3.17,33.8,63.81,92,78,4.29
404,Aquiraz,BR,2020-01-05 22:36:10,-3.9,-38.39,86.0,74,20,5.82
405,Maningrida,AU,2020-01-05 22:36:10,-12.05,134.23,86.95,66,100,4.27
406,Moranbah,AU,2020-01-05 22:36:10,-22.0,148.04,85.37,52,32,15.26
407,Ust-Ilimsk,RU,2020-01-05 22:36:11,57.96,102.73,16.38,93,95,9.24
408,Margate,AU,2020-01-05 22:36:11,-43.03,147.26,69.01,51,40,4.7
409,Kebumen,ID,2020-01-05 22:36:11,-7.67,109.65,78.22,87,73,2.44
410,Taizhou,CN,2020-01-05 22:36:12,32.48,119.91,55.0,84,100,2.91
411,Shamkhal,RU,2020-01-05 22:36:13,43.06,47.33,39.2,93,75,8.95
412,Tual,ID,2020-01-05 22:36:13,-5.67,132.75,83.95,75,57,14.56
413,Egvekinot,RU,2020-01-05 22:35:05,66.32,-179.17,-12.01,84,28,9.57
414,Ashtian,IR,2020-01-05 22:36:13,34.52,50.0,27.73,78,0,10.07
415,Merrill,US,2020-01-05 22:36:13,42.03,-121.6,39.0,74,75,13.87
416,Ponta Delgada,PT,2020-01-05 22:35:29,37.73,-25.67,64.4,93,40,16.11
417,Quatre Cocos,MU,2020-01-05 22:36:14,-20.21,57.76,73.4,100,75,10.29
418,Ladysmith,ZA,2020-01-05 22:36:14,-28.55,29.78,66.31,95,24,2.62
419,Orissaare,EE,2020-01-05 22:36:15,58.56,23.08,37.4,96,20,13.87
420,Gigmoto,PH,2020-01-05 22:36:15,13.78,124.39,80.62,78,79,25.14
421,Lakatoro,VU,2020-01-05 22:36:15,-16.11,167.42,84.2,94,40,12.75
422,Comodoro Rivadavia,AR,2020-01-05 22:33:18,-45.87,-67.48,73.4,28,66,18.34
423,Bristol,GB,2020-01-05 22:35:58,51.45,-2.6,46.99,81,90,9.17
424,Ambanja,MG,2020-01-05 22:36:16,-13.68,48.45,76.95,87,100,3.85
425,Hove,GB,2020-01-05 22:36:16,50.83,-0.17,46.99,93,40,6.93
426,Pitimbu,BR,2020-01-05 22:36:16,-7.47,-34.81,80.6,78,20,8.05
427,Nakhon Thai,TH,2020-01-05 22:32:48,17.1,100.84,64.24,74,0,2.24
428,Qurbus,TN,2020-01-05 22:36:17,36.82,10.57,53.6,76,20,6.93
429,Dodola,BF,2020-01-05 22:36:17,10.12,-3.28,69.03,23,21,4.61
430,Kavieng,PG,2020-01-05 22:36:17,-2.57,150.8,85.19,70,50,6.98
431,Camacupa,AO,2020-01-05 22:32:22,-12.02,17.48,62.83,94,100,2.55
432,Rafaela,AR,2020-01-05 22:31:35,-31.25,-61.49,91.0,31,37,7.0
433,Erandio,ES,2020-01-05 22:36:19,43.3,-2.97,41.0,100,0,4.7
434,Santa Cruz,BR,2020-01-05 22:36:19,-6.22,-36.02,76.05,79,99,8.01
435,Katsuura,JP,2020-01-05 22:36:20,33.93,134.5,37.4,74,40,6.93
436,Arona,IT,2020-01-05 22:33:54,45.76,8.56,43.0,71,0,3.36
437,Harsud,IN,2020-01-05 22:36:20,21.96,76.7,54.18,64,0,5.21
438,Noumea,NC,2020-01-05 22:32:06,-22.28,166.46,84.2,48,13,5.82
439,Zharkent,KZ,2020-01-05 22:36:21,44.17,80.0,14.31,77,0,2.37
440,Oum Hadjer,TD,2020-01-05 22:36:21,13.3,19.7,64.08,26,10,10.6
441,Bo Phloi,TH,2020-01-05 22:36:22,14.32,99.52,70.05,65,0,2.53
442,Zhanakorgan,KZ,2020-01-05 22:36:23,43.91,67.25,30.81,94,100,2.28
443,Kandrian,PG,2020-01-05 22:36:23,-6.21,149.55,87.64,61,79,2.95
444,Ixtapa,MX,2020-01-05 22:36:23,20.71,-105.21,84.2,26,5,6.93
445,Adrar,DZ,2020-01-05 22:33:08,27.87,-0.29,48.2,26,0,12.75
446,Minas,UY,2020-01-05 22:32:26,-34.38,-55.24,80.6,54,20,16.11
447,Adamas,GR,2020-01-05 22:36:24,36.73,24.43,50.0,87,94,9.17
448,Akola,IN,2020-01-05 22:36:24,20.71,77.0,57.4,53,0,5.93
449,Praia Da Vitoria,PT,2020-01-05 22:36:24,38.73,-27.07,64.4,88,75,19.6
450,Mocuba,MZ,2020-01-05 22:36:25,-16.84,36.99,73.83,98,97,2.59
451,Nelson Bay,AU,2020-01-05 22:36:25,-32.72,152.14,75.2,60,40,13.87
452,Mount Isa,AU,2020-01-05 22:36:25,-20.73,139.49,89.6,46,34,10.29
453,Traverse City,US,2020-01-05 22:36:26,44.76,-85.62,32.0,96,90,8.05
454,Kendrapara,IN,2020-01-05 22:36:26,20.5,86.42,62.6,100,0,1.12
455,Qeshm,IR,2020-01-05 22:36:26,26.96,56.27,60.8,87,90,4.7
456,Lambayeque,PE,2020-01-05 22:36:26,-6.7,-79.91,66.2,29,14,19.46
457,Phan Thiet,VN,2020-01-05 22:36:27,10.93,108.1,70.99,68,91,4.43
458,Bhadrachalam,IN,2020-01-05 22:36:27,17.67,80.89,65.52,92,25,2.8
459,Tirumullaivasal,IN,2020-01-05 22:36:27,11.24,79.84,80.29,78,45,14.23
460,Araouane,ML,2020-01-05 22:36:28,18.9,-3.53,57.9,20,13,9.71
461,Labuhan,ID,2020-01-05 22:36:28,-2.54,115.51,76.44,92,92,1.23
462,Grafton,AU,2020-01-05 22:36:28,-29.69,152.93,78.8,61,90,10.29
463,Preobrazheniye,RU,2020-01-05 22:36:28,42.9,133.91,20.46,63,21,6.29
464,Bakau,GM,2020-01-05 22:36:28,13.48,-16.68,69.8,46,0,8.05
465,Touros,BR,2020-01-05 22:36:29,-5.2,-35.46,80.6,74,40,12.75
466,Wundanyi,KE,2020-01-05 22:36:29,-3.4,38.37,69.03,93,6,2.06
467,Roald,NO,2020-01-05 22:36:29,62.58,6.12,48.2,87,100,18.34
468,Chebsara,RU,2020-01-05 22:36:29,59.2,38.84,26.6,79,75,6.71
469,Calvinia,ZA,2020-01-05 22:36:30,-31.47,19.78,58.21,58,69,5.73
470,Calama,CL,2020-01-05 22:36:30,-22.46,-68.93,66.2,45,75,27.51
471,Upata,VE,2020-01-05 22:36:30,8.02,-62.41,70.14,90,66,3.65
472,Faya,SA,2020-01-05 22:33:54,18.39,42.45,59.0,82,40,10.29
473,Forio,IT,2020-01-05 22:36:31,40.73,13.86,50.0,20,0,13.87
474,Ambatofinandrahana,MG,2020-01-05 22:36:31,-20.55,46.8,59.45,97,41,3.24
475,Winsum,NL,2020-01-05 22:36:31,53.33,6.52,43.0,93,90,10.29
476,Ahipara,NZ,2020-01-05 22:32:57,-35.17,173.16,66.99,100,78,3.0
477,Eregli,TR,2020-01-05 22:36:31,37.51,34.05,33.66,59,90,4.5
478,Pouembout,NC,2020-01-05 22:36:32,-21.12,164.9,82.74,54,38,9.86
479,Viking,CA,2020-01-05 22:36:32,53.1,-111.78,30.0,53,34,1.01
480,Lamar,US,2020-01-05 22:36:32,38.09,-102.62,48.2,26,1,16.11
481,Kenora,CA,2020-01-05 22:36:32,49.76,-94.48,24.8,62,90,19.46
482,Longhua,CN,2020-01-05 22:36:33,29.21,106.21,50.59,77,100,2.3
483,Saint-Francois,FR,2020-01-05 22:36:33,46.42,3.91,34.0,92,0,2.24
484,Oblivskaya,RU,2020-01-05 22:36:33,48.54,42.5,34.16,88,98,4.41
485,Sao Gabriel,BR,2020-01-05 22:36:33,-30.34,-54.32,76.98,49,1,9.53
486,Saint-Augustin,CA,2020-01-05 22:36:34,45.63,-73.98,21.0,66,20,2.24
487,Isangel,VU,2020-01-05 22:32:54,-19.55,169.27,84.2,62,20,14.99
488,Arlit,NE,2020-01-05 22:36:34,18.74,7.39,57.16,26,3,12.03
489,Hue,VN,2020-01-05 22:36:34,16.47,107.58,69.8,94,75,1.12
490,Belfast,GB,2020-01-05 22:34:02,54.6,-5.93,48.2,81,33,19.46
491,Pacific Grove,US,2020-01-05 22:36:35,36.62,-121.92,63.0,51,1,19.62
492,Japura,ID,2020-01-05 22:36:35,-0.42,102.29,73.45,93,16,2.24
493,Cockburn Town,TC,2020-01-05 22:34:12,21.46,-71.14,80.6,69,40,4.7
494,Mersing,MY,2020-01-05 22:36:36,2.43,103.84,79.97,83,62,19.39
495,Mugumu,TZ,2020-01-05 22:36:36,-1.84,34.67,61.43,96,97,2.71
496,Ahuimanu,US,2020-01-05 22:36:36,21.44,-157.84,80.6,69,75,12.75
497,Sanand,IN,2020-01-05 22:36:36,22.99,72.38,59.0,72,0,6.93
498,Bucak,TR,2020-01-05 22:36:36,37.46,30.59,50.0,80,75,12.75
499,Namibe,AO,2020-01-05 22:36:37,-15.19,12.15,73.31,87,82,12.08
500,Pala,TD,2020-01-05 22:36:37,9.37,14.91,67.55,27,9,6.98
501,Natal,BR,2020-01-05 22:36:37,-5.81,-35.21,82.4,74,40,12.75
502,Olinda,AU,2020-01-05 22:36:38,-37.84,145.39,57.0,100,90,4.7
503,Villamontes,BO,2020-01-05 22:36:38,-21.26,-63.47,82.98,39,7,2.57
504,Shangqiu,CN,2020-01-05 22:36:38,34.42,115.65,39.99,89,100,1.99
505,Cururupu,BR,2020-01-05 22:36:38,-1.82,-44.87,75.24,94,99,2.66
506,Gizo,IL,2020-01-05 22:33:51,31.8,34.94,53.6,62,1,9.17
507,Ituverava,BR,2020-01-05 22:36:39,-20.34,-47.78,77.0,73,40,8.05
508,Klaipeda,LT,2020-01-05 22:35:26,55.72,21.12,39.2,80,100,9.17
509,Ramsar,IR,2020-01-05 22:36:39,36.92,50.64,46.4,87,20,2.24
510,Mezhdurechensk,RU,2020-01-05 22:31:51,53.69,88.07,17.04,84,88,3.51
511,San Juan De Arama,CO,2020-01-05 22:36:40,3.37,-73.87,68.94,82,59,4.07
512,Miandrivazo,MG,2020-01-05 22:36:41,-19.53,45.46,78.03,84,41,1.68
513,Iwaki,JP,2020-01-05 22:36:41,37.05,140.89,35.6,55,40,13.87
514,Mhlume,SZ,2020-01-05 22:36:41,-26.03,31.81,73.99,91,24,2.28
515,Sandy Bay,AU,2020-01-05 22:36:42,-42.9,147.33,69.01,51,40,4.7
516,Batagay-Alyta,RU,2020-01-05 22:36:42,67.8,130.41,-21.95,79,8,4.21
517,Gannan,CN,2020-01-05 22:36:42,47.92,123.49,7.39,96,100,5.55
518,Kropotkin,RU,2020-01-05 22:36:43,45.43,40.58,39.0,60,72,4.12
519,Price,US,2020-01-05 22:36:43,39.6,-110.81,27.0,79,1,8.9
520,Romans-Sur-Isere,FR,2020-01-05 22:36:43,45.05,5.06,37.99,92,0,2.24
521,Prachin Buri,TH,2020-01-05 22:36:43,14.05,101.37,84.0,61,0,3.06
522,Santona,ES,2020-01-05 22:36:44,43.44,-3.46,46.99,93,0,2.24
523,Redmond,US,2020-01-05 22:36:44,47.67,-122.12,48.2,66,40,10.29
524,Sibu,MY,2020-01-05 22:36:44,2.29,111.83,75.2,94,75,1.57
525,Eyl,SO,2020-01-05 22:36:45,7.98,49.82,78.82,83,69,11.79
526,Pisco,PE,2020-01-05 22:36:45,-13.71,-76.2,73.0,30,57,19.46
527,Iquitos,PE,2020-01-05 22:34:18,-3.75,-73.25,91.4,49,3,5.82
528,College,US,2020-01-05 22:33:48,64.86,-147.8,-22.0,73,97,1.74
529,Bitlis,TR,2020-01-05 22:36:45,38.4,42.11,16.63,91,90,1.41
530,Myaundzha,RU,2020-01-05 22:36:46,63.05,147.18,-18.49,99,98,1.48
531,Zhengjiatun,CN,2020-01-05 22:36:46,43.51,123.51,20.37,91,100,10.63
532,Saqqez,IR,2020-01-05 22:36:46,36.24,46.27,19.6,89,14,4.32
533,Guarapari,BR,2020-01-05 22:36:46,-20.67,-40.5,80.6,78,75,11.41
534,Bud,NO,2020-01-05 22:36:47,62.91,6.91,48.2,93,75,19.46
535,Senanga,ZM,2020-01-05 22:36:47,-16.1,23.3,71.96,73,88,3.44
536,Ondjiva,AO,2020-01-05 22:36:47,-17.07,15.73,67.8,87,100,8.05
537,Le Creusot,FR,2020-01-05 22:36:47,46.81,4.43,30.99,92,0,2.24
